Timestamp,Linea,Maquina,Salud,Tiempo_Ciclo,Evento
2026-03-05 20:26:00,1,Top cover feeding,97.77,104.35,OK
2026-03-05 20:26:00,1,Pre-weighing,97.5,79.92,OK
2026-03-05 20:26:00,1,Tim dispensing,98.15,83.95,OK
2026-03-05 20:26:00,1,Avl Tim,98.34,60.18,OK
2026-03-05 20:26:00,1,Weighing,97.42,83.86,OK
2026-03-05 20:26:00,1,Install PCB,98.56,88.01,OK
2026-03-05 20:26:00,1,Fastening 1,96.6,80.27,OK
2026-03-05 20:26:00,1,Fastening 2,98.04,93.42,OK
2026-03-05 20:26:00,1,Avl screw,99.24,70.56,OK
2026-03-05 20:26:00,1,Top unloader,96.92,137.1,SPIKE
2026-03-05 20:26:01,1,Top cover feeding,97.53,105.4,OK
2026-03-05 20:26:01,1,Pre-weighing,97.98,79.85,OK
2026-03-05 20:26:01,1,Tim dispensing,98.01,83.42,OK
2026-03-05 20:26:01,1,Avl Tim,98.53,60.47,OK
2026-03-05 20:26:01,1,Weighing,97.74,84.02,OK
2026-03-05 20:26:01,1,Install PCB,98.4,88.43,OK
2026-03-05 20:26:01,1,Fastening 1,96.64,80.96,OK
2026-03-05 20:26:01,1,Fastening 2,97.6,92.98,OK
2026-03-05 20:26:01,1,Avl screw,99.29,70.77,OK
2026-03-05 20:26:01,1,Top unloader,97.07,104.28,OK
2026-03-05 20:26:02,1,Top cover feeding,97.67,105.28,OK
2026-03-05 20:26:02,1,Pre-weighing,98.08,80.36,OK
2026-03-05 20:26:02,1,Tim dispensing,98.34,83.38,OK
2026-03-05 20:26:02,1,Avl Tim,98.82,61.07,OK
2026-03-05 20:26:02,1,Weighing,98.27,83.19,OK
2026-03-05 20:26:02,1,Install PCB,98.3,88.74,OK
2026-03-05 20:26:02,1,Fastening 1,96.79,80.14,OK
2026-03-05 20:26:02,1,Fastening 2,97.85,91.92,OK
2026-03-05 20:26:02,1,Avl screw,99.32,70.69,OK
2026-03-05 20:26:02,1,Top unloader,97.54,104.58,OK
2026-03-05 20:26:03,1,Top cover feeding,97.4,106.06,OK
2026-03-05 20:26:03,1,Pre-weighing,98.22,81.0,OK
2026-03-05 20:26:03,1,Tim dispensing,98.29,83.46,OK
2026-03-05 20:26:03,1,Avl Tim,98.79,61.58,OK
2026-03-05 20:26:03,1,Weighing,98.13,82.66,OK
2026-03-05 20:26:03,1,Install PCB,98.18,89.22,OK
2026-03-05 20:26:03,1,Fastening 1,96.4,80.17,OK
2026-03-05 20:26:03,1,Fastening 2,97.53,92.98,OK
2026-03-05 20:26:03,1,Avl screw,99.7,70.24,OK
2026-03-05 20:26:03,1,Top unloader,97.57,103.96,OK
2026-03-05 20:26:04,1,Top cover feeding,97.32,105.39,OK
2026-03-05 20:26:04,1,Pre-weighing,98.97,80.16,OK
2026-03-05 20:26:04,1,Tim dispensing,98.6,84.21,OK
2026-03-05 20:26:04,1,Avl Tim,98.82,60.68,OK
2026-03-05 20:26:04,1,Weighing,98.25,82.31,OK
2026-03-05 20:26:04,1,Install PCB,98.41,88.13,OK
2026-03-05 20:26:04,1,Fastening 1,96.66,80.45,OK
2026-03-05 20:26:04,1,Fastening 2,97.37,92.49,OK
2026-03-05 20:26:04,1,Avl screw,99.63,71.25,OK
2026-03-05 20:26:04,1,Top unloader,97.51,104.2,OK
2026-03-05 20:26:05,1,Top cover feeding,97.09,105.68,OK
2026-03-05 20:26:05,1,Pre-weighing,98.59,80.34,OK
2026-03-05 20:26:05,1,Tim dispensing,98.77,84.32,OK
2026-03-05 20:26:05,1,Avl Tim,98.32,60.39,OK
2026-03-05 20:26:05,1,Weighing,98.39,83.9,OK
2026-03-05 20:26:05,1,Install PCB,98.62,90.17,OK
2026-03-05 20:26:05,1,Fastening 1,96.92,80.93,OK
2026-03-05 20:26:05,1,Fastening 2,97.2,93.56,OK
2026-03-05 20:26:05,1,Avl screw,99.55,70.53,OK
2026-03-05 20:26:05,1,Top unloader,97.81,104.1,OK
2026-03-05 20:26:06,1,Top cover feeding,97.41,106.05,OK
